Customer ID,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
15167,2010-10-28 14:19:00,4,1496.67,43,3,3,3,333,Champion
15169,2010-11-22 13:04:00,2,569.22,18,4,2,2,422,Loyal
15170,2010-10-29 10:34:00,1,81.15,42,3,1,1,311,New Customer
15173,2010-11-24 10:21:00,7,1494.6,16,4,4,3,443,Champion
15174,2010-10-25 09:40:00,1,345.71,46,3,1,2,312,New Customer
15176,2010-02-10 10:36:00,1,988.04,303,1,1,3,113,Lost
15177,2010-10-10 12:48:00,1,948.93,61,2,1,3,213,At Risk
15179,2010-11-12 15:35:00,8,5284.97,28,3,4,4,344,Champion
15180,2010-12-07 14:57:00,3,816.9300000000001,3,4,3,3,433,Champion
15181,2010-10-15 11:47:00,2,510.72,56,2,2,2,222,Potential Loyalist
15182,2010-11-19 10:31:00,9,2376.102,21,3,4,4,344,Champion
15183,2010-06-10 10:43:00,3,639.93,183,1,3,2,132,Lost
15184,2010-11-17 12:41:00,2,283.19,23,3,2,1,321,Loyal
15186,2010-08-22 15:00:00,3,991.7900000000001,110,2,3,3,233,Potential Loyalist
15188,2009-12-14 13:30:00,1,310.43,361,1,1,2,112,Lost
15189,2010-11-23 18:47:00,5,1298.99,17,4,4,3,443,Champion
15190,2010-10-01 13:09:00,1,834.4399999999999,70,2,1,3,213,At Risk
15191,2010-09-02 15:37:00,3,588.05,99,2,3,2,232,Potential Loyalist
15192,2010-12-09 14:56:00,3,937.0699999999999,1,4,3,3,433,Champion
15194,2010-12-06 15:00:00,14,4811.16,4,4,4,4,444,Champion
15196,2010-10-03 10:50:00,2,316.25,68,2,2,2,222,Potential Loyalist
15197,2010-11-10 11:55:00,3,797.9,30,3,3,3,333,Champion
15198,2010-10-27 10:32:00,3,377.71,44,3,3,2,332,Loyal
15199,2010-11-30 10:56:00,6,1853.7,10,4,4,4,444,Champion
15200,2010-08-02 09:38:00,1,549.05,130,2,1,2,212,At Risk
15201,2010-09-26 10:50:00,2,606.4100000000001,75,2,2,2,222,Potential Loyalist
15202,2010-10-15 13:05:00,3,6001.49,56,2,3,4,234,Potential Loyalist
15203,2010-11-14 12:14:00,9,2572.38,26,3,4,4,344,Champion
15207,2010-10-19 13:29:00,3,683.92,52,3,3,2,332,Loyal
15208,2010-10-12 12:17:00,1,100.39999999999999,59,2,1,1,211,At Risk
15209,2009-12-09 17:26:00,1,178.98000000000002,366,1,1,1,111,Lost
15210,2010-11-26 09:09:00,2,845.01,14,4,2,3,423,Loyal
15211,2010-12-09 16:08:00,1,383.07,1,4,1,2,412,New Customer
15212,2010-11-28 10:45:00,1,106.47999999999999,12,4,1,1,411,New Customer
15215,2010-11-11 10:50:00,4,1687.49,29,3,3,3,333,Champion
15216,2010-03-31 09:52:00,1,389.49,254,1,1,2,112,Lost
15217,2010-05-25 13:51:00,1,426.24,199,1,1,2,112,Lost
15218,2010-11-15 11:39:00,11,5759.68,25,3,4,4,344,Champion
15219,2010-03-01 11:33:00,1,379.7,284,1,1,2,112,Lost
15221,2010-12-08 13:08:00,4,2062.2,2,4,3,4,434,Champion
15222,2010-08-24 10:39:00,10,2965.91,108,2,4,4,244,Potential Loyalist
15223,2010-04-09 11:34:00,3,662.2,245,1,3,2,132,Lost
15224,2010-07-15 09:08:00,3,549.28,148,1,3,2,132,Lost
15227,2010-11-08 13:31:00,4,1269.0900000000001,32,3,3,3,333,Champion
15228,2010-10-07 14:24:00,2,2193.56,64,2,2,4,224,Potential Loyalist
15229,2010-05-02 13:50:00,1,160.5,222,1,1,1,111,Lost
15231,2010-03-28 15:12:00,1,250.26,257,1,1,1,111,Lost
15233,2010-11-03 13:36:00,1,59.400000000000006,37,3,1,1,311,New Customer
15235,2010-12-05 15:02:00,6,690.3000000000001,5,4,4,2,442,Loyal
15240,2010-11-30 11:51:00,7,2753.41,10,4,4,4,444,Champion
15241,2010-10-05 08:50:00,3,1293.72,66,2,3,3,233,Potential Loyalist
15242,2010-10-13 15:33:00,1,302.04,58,2,1,1,211,At Risk
15243,2010-09-30 17:28:00,1,610.6,71,2,1,2,212,At Risk
15244,2010-02-11 14:48:00,1,280.51,302,1,1,1,111,Lost
15245,2010-11-02 12:58:00,5,2095.0,38,3,4,4,344,Champion
15246,2010-06-02 11:28:00,1,266.25,191,1,1,1,111,Lost
15247,2010-08-19 10:13:00,2,620.06,113,2,2,2,222,Potential Loyalist
15248,2010-10-24 13:09:00,3,1893.93,47,3,3,4,334,Champion
15249,2010-10-05 16:34:00,5,2577.54,66,2,4,4,244,Potential Loyalist
15250,2010-03-09 07:35:00,1,60.0,276,1,1,1,111,Lost
15251,2010-10-21 14:29:00,10,9839.55,50,3,4,4,344,Champion
15252,2010-10-14 12:05:00,3,1362.63,57,2,3,3,233,Potential Loyalist
15253,2010-11-01 13:46:00,3,1136.89,39,3,3,3,333,Champion
15254,2010-06-11 10:30:00,2,787.99,182,1,2,3,123,Lost
15255,2010-11-08 15:12:00,8,2838.57,32,3,4,4,344,Champion
15256,2010-05-27 11:41:00,1,71.95,197,1,1,1,111,Lost
15257,2010-10-21 14:03:00,1,368.75,50,3,1,2,312,New Customer
15259,2010-07-15 08:47:00,4,1182.3799999999999,148,1,3,3,133,Lost
15260,2010-12-02 12:09:00,20,7377.46,8,4,4,4,444,Champion
15261,2010-11-23 09:13:00,3,1253.18,17,4,3,3,433,Champion
15262,2010-11-24 13:21:00,2,239.87,16,4,2,1,421,Loyal
15264,2010-06-27 13:29:00,1,454.66,166,1,1,2,112,Lost
15265,2010-04-14 11:20:00,2,1839.52,240,1,2,4,124,Lost
15266,2010-11-25 16:36:00,4,732.91,15,4,3,3,433,Champion
15268,2010-08-18 10:33:00,3,961.9000000000001,114,2,3,3,233,Potential Loyalist
15269,2010-11-24 15:32:00,2,816.56,16,4,2,3,423,Loyal
15270,2010-11-04 11:48:00,14,6145.37,36,3,4,4,344,Champion
15271,2010-12-09 13:47:00,10,2202.47,1,4,4,4,444,Champion
15272,2010-09-15 17:07:00,4,1363.54,86,2,3,3,233,Potential Loyalist
15273,2010-04-19 11:31:00,1,228.96,235,1,1,1,111,Lost
15276,2010-11-10 16:07:00,3,514.22,30,3,3,2,332,Loyal
15277,2010-10-10 16:02:00,1,220.44,61,2,1,1,211,At Risk
15278,2010-05-27 10:03:00,4,496.15999999999997,197,1,3,2,132,Lost
15279,2010-11-24 13:03:00,4,1290.03,16,4,3,3,433,Champion
15280,2010-08-08 12:21:00,2,293.09999999999997,124,2,2,1,221,Potential Loyalist
15281,2010-11-26 16:31:00,7,6211.42,14,4,4,4,444,Champion
15282,2010-05-18 16:27:00,1,348.59,206,1,1,2,112,Lost
15283,2010-11-14 14:54:00,3,148.32999999999998,26,3,3,1,331,Loyal
15284,2010-07-27 13:25:00,1,24.75,136,2,1,1,211,At Risk
15285,2010-10-28 09:46:00,1,94.92,43,3,1,1,311,New Customer
15287,2010-11-25 10:29:00,3,369.34000000000003,15,4,3,2,432,Loyal
15288,2010-12-09 13:59:00,6,1576.6100000000001,1,4,4,3,443,Champion
15289,2010-09-07 12:38:00,2,653.3100000000001,94,2,2,2,222,Potential Loyalist
15290,2010-11-11 12:04:00,8,2553.06,29,3,4,4,344,Champion
15291,2010-12-01 09:32:00,26,9178.26,9,4,4,4,444,Champion
15293,2010-02-12 11:54:00,1,247.5,301,1,1,1,111,Lost
15294,2010-10-25 11:45:00,1,233.35,46,3,1,1,311,New Customer
15295,2010-02-23 13:03:00,1,217.23999999999998,290,1,1,1,111,Lost
15296,2010-10-15 09:33:00,6,6669.97,56,2,4,4,244,Potential Loyalist
15298,2010-12-08 13:55:00,12,4659.47,2,4,4,4,444,Champion
15299,2010-12-02 16:51:00,6,3484.5299999999997,8,4,4,4,444,Champion
15301,2010-12-06 12:21:00,6,2533.09,4,4,4,4,444,Champion
15302,2009-12-09 13:11:00,1,308.0,366,1,1,2,112,Lost
15303,2010-05-23 12:14:00,2,650.16,201,1,2,2,122,Lost
15304,2010-12-06 11:42:00,2,225.15,4,4,2,1,421,Loyal
15305,2010-06-02 13:50:00,1,93.6,191,1,1,1,111,Lost
15306,2010-07-27 14:39:00,6,2310.38,136,2,4,4,244,Potential Loyalist
15309,2010-04-08 11:11:00,4,797.96,246,1,3,3,133,Lost
15310,2010-08-18 11:38:00,1,1634.64,114,2,1,3,213,At Risk
15311,2010-12-09 14:15:00,121,56003.26,1,4,4,4,444,Champion
15312,2010-11-21 15:10:00,8,2005.34,19,3,4,4,344,Champion
15314,2010-10-22 12:19:00,2,492.47999999999996,49,3,2,2,322,Loyal
15317,2010-01-31 15:55:00,1,129.75,313,1,1,1,111,Lost
15321,2010-09-28 18:11:00,9,3961.42,73,2,4,4,244,Potential Loyalist
15322,2010-08-20 13:10:00,1,711.18,112,2,1,3,213,At Risk
15323,2010-05-26 10:01:00,3,434.6,198,1,3,2,132,Lost
15324,2010-01-07 14:37:00,1,140.22000000000003,337,1,1,1,111,Lost
15325,2010-11-09 13:14:00,7,1439.72,31,3,4,3,343,Champion
15326,2010-04-09 15:22:00,4,1388.81,245,1,3,3,133,Lost
15328,2010-10-28 09:05:00,1,107.24,43,3,1,1,311,New Customer
15329,2010-11-30 11:24:00,8,1934.63,10,4,4,4,444,Champion
15331,2010-07-28 09:42:00,3,767.91,135,2,3,3,233,Potential Loyalist
15332,2010-12-08 14:43:00,6,4892.68,2,4,4,4,444,Champion
15336,2010-11-03 12:39:00,1,240.5,37,3,1,1,311,New Customer
15337,2010-10-24 15:29:00,1,373.02,47,3,1,2,312,New Customer
15338,2010-01-31 14:25:00,1,283.43,313,1,1,1,111,Lost
15339,2010-10-14 14:04:00,5,1253.77,57,2,4,3,243,Potential Loyalist
15340,2010-05-27 10:27:00,1,105.5,197,1,1,1,111,Lost
15341,2010-09-16 16:41:00,1,382.2,85,2,1,2,212,At Risk
15346,2010-10-10 13:55:00,2,343.7,61,2,2,2,222,Potential Loyalist
15347,2010-12-08 15:25:00,4,1162.0,2,4,3,3,433,Champion
15350,2010-12-01 13:33:00,2,547.6,9,4,2,2,422,Loyal
15351,2010-12-05 11:49:00,4,1778.18,5,4,3,4,434,Champion
15352,2010-06-09 11:28:00,1,114.95,184,1,1,1,111,Lost
15353,2010-12-07 11:49:00,6,2398.93,3,4,4,4,444,Champion
15354,2010-04-15 16:24:00,3,284.4,239,1,3,1,131,Lost
15356,2010-12-06 14:05:00,4,698.45,4,4,3,2,432,Loyal
15358,2010-12-09 10:04:00,22,8703.21,1,4,4,4,444,Champion
15359,2010-02-15 10:47:00,8,181.35,298,1,4,1,141,Lost
15361,2010-07-01 14:15:00,3,270.15,162,1,3,1,131,Lost
15362,2010-09-17 10:37:00,2,613.08,84,2,2,2,222,Potential Loyalist
15363,2010-12-02 12:28:00,2,678.11,8,4,2,2,422,Loyal
15365,2010-11-01 10:44:00,6,2242.81,39,3,4,4,344,Champion
15366,2010-10-26 09:52:00,5,1786.57,45,3,4,4,344,Champion
15367,2010-10-17 15:05:00,7,3203.74,54,2,4,4,244,Potential Loyalist
15368,2010-11-10 15:52:00,1,275.8,30,3,1,1,311,New Customer
15369,2010-08-04 13:54:00,11,6251.26,128,2,4,4,244,Potential Loyalist
15370,2010-10-25 12:08:00,1,1352.96,46,3,1,3,313,New Customer
15371,2010-02-15 13:14:00,1,59.400000000000006,298,1,1,1,111,Lost
15372,2010-09-15 14:52:00,7,4009.66,86,2,4,4,244,Potential Loyalist
15373,2010-12-03 14:40:00,6,1005.48,7,4,4,3,443,Champion
15374,2010-03-25 12:03:00,1,139.32,260,1,1,1,111,Lost
15375,2010-01-18 15:38:00,1,60.959999999999994,326,1,1,1,111,Lost
15377,2010-11-22 08:55:00,4,1211.75,18,4,3,3,433,Champion
15378,2010-09-03 11:30:00,2,246.5,98,2,2,1,221,Potential Loyalist
15379,2010-11-04 11:59:00,1,1174.55,36,3,1,3,313,New Customer
15380,2010-12-09 15:01:00,7,1788.8,1,4,4,4,444,Champion
15381,2010-10-12 13:32:00,3,1293.72,59,2,3,3,233,Potential Loyalist
15382,2010-11-30 09:46:00,6,7777.84,10,4,4,4,444,Champion
15384,2010-11-23 12:04:00,2,1385.38,17,4,2,3,423,Loyal
15385,2010-11-12 12:28:00,2,625.2,28,3,2,2,322,Loyal
15387,2010-08-04 16:05:00,1,468.65,128,2,1,2,212,At Risk
15389,2010-11-04 19:23:00,4,2233.8,36,3,3,4,334,Champion
15390,2010-11-08 15:19:00,2,1216.66,32,3,2,3,323,Loyal
15391,2010-05-04 15:04:00,1,289.87,220,1,1,1,111,Lost
15392,2010-11-30 09:50:00,3,1376.09,10,4,3,3,433,Champion
15393,2010-05-21 11:34:00,3,659.48,203,1,3,2,132,Lost
15394,2010-11-09 12:26:00,7,3103.26,31,3,4,4,344,Champion
15396,2010-05-05 09:04:00,1,508.20000000000005,219,1,1,2,112,Lost
15400,2010-10-15 12:00:00,3,586.1,56,2,3,2,232,Potential Loyalist
15401,2010-09-13 13:42:00,2,216.95,88,2,2,1,221,Potential Loyalist
15402,2010-11-17 12:58:00,4,1203.77,23,3,3,3,333,Champion
15403,2010-08-05 12:21:00,2,170.88,127,2,2,1,221,Potential Loyalist
15404,2010-11-29 11:03:00,1,257.06,11,4,1,1,411,New Customer
15405,2010-05-12 15:56:00,1,310.74,212,1,1,2,112,Lost
15406,2010-09-12 13:10:00,2,465.16,89,2,2,2,222,Potential Loyalist
15409,2009-12-18 15:35:00,1,131.25,357,1,1,1,111,Lost
15410,2010-05-20 09:53:00,2,1234.88,204,1,2,3,123,Lost
15413,2010-01-17 11:33:00,5,6798.72,327,1,4,4,144,Lost
15416,2010-08-18 09:48:00,3,588.5,114,2,3,2,232,Potential Loyalist
15418,2010-10-10 13:38:00,2,452.32,61,2,2,2,222,Potential Loyalist
15420,2010-10-01 15:46:00,6,743.0,70,2,4,3,243,Potential Loyalist
15421,2010-11-19 13:21:00,6,2854.98,21,3,4,4,344,Champion
15422,2010-11-25 17:00:00,5,1522.27,15,4,4,3,443,Champion
15423,2010-05-07 09:21:00,2,223.39,217,1,2,1,121,Lost
15424,2010-09-02 17:17:00,1,214.44,99,2,1,1,211,At Risk
15425,2010-11-04 18:13:00,4,1944.57,36,3,3,4,334,Champion
15426,2010-12-05 13:55:00,5,1168.0,5,4,4,3,443,Champion
15428,2010-11-17 13:46:00,3,668.97,23,3,3,2,332,Loyal
15430,2010-08-29 10:42:00,2,954.75,103,2,2,3,223,Potential Loyalist
15431,2010-07-25 12:44:00,1,153.24,138,1,1,1,111,Lost
15432,2010-06-16 14:34:00,1,149.57,177,1,1,1,111,Lost
15434,2010-11-30 15:46:00,6,1525.5800000000002,10,4,4,3,443,Champion
15437,2010-03-09 10:45:00,1,193.29000000000002,276,1,1,1,111,Lost
15439,2010-10-31 10:38:00,4,1269.05,40,3,3,3,333,Champion
15441,2010-11-08 15:50:00,3,1254.21,32,3,3,3,333,Champion
15443,2010-08-22 12:45:00,7,1939.02,110,2,4,4,244,Potential Loyalist
15445,2010-04-28 15:00:00,1,171.0,226,1,1,1,111,Lost
15446,2010-11-28 11:59:00,3,406.95,12,4,3,2,432,Loyal
15447,2010-06-30 13:06:00,4,337.71000000000004,163,1,3,2,132,Lost
15448,2010-02-03 13:29:00,1,294.17,310,1,1,1,111,Lost
15451,2010-10-01 13:40:00,2,233.21,70,2,2,1,221,Potential Loyalist
15452,2010-11-14 15:14:00,3,1260.38,26,3,3,3,333,Champion
15454,2010-03-31 13:15:00,1,128.59,254,1,1,1,111,Lost
15455,2010-04-21 12:43:00,1,38.25,233,1,1,1,111,Lost
15456,2010-11-01 17:05:00,7,1672.05,39,3,4,3,343,Champion
15458,2010-11-02 19:50:00,1,208.79999999999998,38,3,1,1,311,New Customer
15459,2010-10-18 15:25:00,2,202.82999999999998,53,3,2,1,321,Loyal
15461,2010-09-05 12:31:00,2,429.7,96,2,2,2,222,Potential Loyalist
15462,2010-09-20 10:23:00,1,502.45,81,2,1,2,212,At Risk
15465,2010-12-05 10:12:00,15,5301.03,5,4,4,4,444,Champion
15466,2010-11-15 12:50:00,3,1236.48,25,3,3,3,333,Champion
15468,2010-11-12 09:39:00,1,962.97,28,3,1,3,313,New Customer
15469,2010-09-27 10:09:00,1,335.70000000000005,74,2,1,2,212,At Risk
15470,2010-05-13 09:35:00,1,63.419999999999995,211,1,1,1,111,Lost
15471,2010-11-24 14:39:00,2,847.08,16,4,2,3,423,Loyal
15473,2010-09-21 09:14:00,1,274.8,80,2,1,1,211,At Risk
15474,2010-04-23 11:14:00,1,163.1,231,1,1,1,111,Lost
15476,2010-11-24 15:17:00,4,2209.98,16,4,3,4,434,Champion
15477,2010-02-28 10:37:00,1,368.4,285,1,1,2,112,Lost
15478,2010-05-13 18:49:00,1,583.56,211,1,1,2,112,Lost
15479,2009-12-06 15:08:00,1,147.4,369,1,1,1,111,Lost
15480,2010-08-31 11:04:00,4,5373.5,101,2,3,4,234,Potential Loyalist
15481,2010-11-03 14:52:00,1,1993.34,37,3,1,4,314,New Customer
15482,2010-11-18 11:02:00,7,3537.6,22,3,4,4,344,Champion
15483,2010-11-19 13:24:00,6,628.39,21,3,4,2,342,Loyal
15484,2010-06-17 16:16:00,2,1061.69,176,1,2,3,123,Lost
15485,2010-12-01 13:23:00,5,3196.51,9,4,4,4,444,Champion
15486,2010-06-30 13:15:00,1,102.0,163,1,1,1,111,Lost
15487,2010-01-29 12:07:00,1,231.32,315,1,1,1,111,Lost
15488,2010-09-09 11:59:00,4,340.6,92,2,3,2,232,Potential Loyalist
15489,2010-11-04 11:48:00,5,1285.3300000000002,36,3,4,3,343,Champion
15490,2010-10-05 13:11:00,1,217.6,66,2,1,1,211,At Risk
15493,2010-11-15 12:43:00,4,2313.18,25,3,3,4,334,Champion
15494,2010-08-18 16:54:00,3,2480.82,114,2,3,4,234,Potential Loyalist
15495,2010-11-25 13:46:00,1,246.5,15,4,1,1,411,New Customer
15496,2010-03-18 13:16:00,1,146.14,267,1,1,1,111,Lost
15497,2010-11-22 13:15:00,7,7395.19,18,4,4,4,444,Champion
15498,2010-12-08 14:46:00,19,12723.18,2,4,4,4,444,Champion
15499,2009-12-16 12:17:00,1,161.6,359,1,1,1,111,Lost
15501,2010-10-31 11:15:00,2,402.5,40,3,2,2,322,Loyal
15502,2010-12-06 14:55:00,5,3608.54,4,4,4,4,444,Champion
15503,2009-12-13 11:34:00,1,120.06,362,1,1,1,111,Lost
15504,2010-07-07 12:02:00,3,371.02,156,1,3,2,132,Lost
15506,2010-11-23 12:48:00,3,1060.77,17,4,3,3,433,Champion
15509,2010-11-24 14:48:00,1,166.51,16,4,1,1,411,New Customer
15512,2010-11-14 12:39:00,2,210.58,26,3,2,1,321,Loyal
15513,2010-12-09 09:23:00,18,12992.33,1,4,4,4,444,Champion
15514,2010-11-25 14:53:00,7,2459.09,15,4,4,4,444,Champion
15515,2010-11-17 13:39:00,1,171.81,23,3,1,1,311,New Customer
15518,2010-11-25 19:36:00,7,2276.49,15,4,4,4,444,Champion
15519,2010-11-21 14:35:00,2,344.61,19,3,2,2,322,Loyal
15521,2010-11-04 18:40:00,8,4106.49,36,3,4,4,344,Champion
15523,2010-11-16 15:27:00,15,16947.98,24,3,4,4,344,Champion
15524,2010-04-12 09:19:00,1,151.4,242,1,1,1,111,Lost
15525,2010-12-01 13:17:00,2,469.78000000000003,9,4,2,2,422,Loyal
15527,2010-11-10 12:13:00,15,3145.86,30,3,4,4,344,Champion
15529,2010-12-08 12:24:00,2,1116.72,2,4,2,3,423,Loyal
15530,2010-07-15 11:10:00,1,311.37,148,1,1,2,112,Lost
15532,2010-11-28 15:18:00,6,2190.9700000000003,12,4,4,4,444,Champion
15534,2009-12-14 12:48:00,1,162.25,361,1,1,1,111,Lost
15535,2010-10-31 14:09:00,2,551.42,40,3,2,2,322,Loyal
15536,2010-10-26 16:31:00,1,259.09,45,3,1,1,311,New Customer
15538,2010-06-20 10:49:00,6,3358.4,173,1,4,4,144,Lost
15540,2010-11-29 11:10:00,1,247.38,11,4,1,1,411,New Customer
15542,2010-07-15 13:32:00,3,918.45,148,1,3,3,133,Lost
15543,2010-09-06 11:28:00,1,114.98,95,2,1,1,211,At Risk
15544,2010-12-02 12:47:00,12,4615.72,8,4,4,4,444,Champion
15545,2010-12-03 17:28:00,1,135.32999999999998,7,4,1,1,411,New Customer
15546,2010-04-12 11:51:00,2,1079.1000000000001,242,1,2,3,123,Lost
15547,2010-11-28 13:56:00,12,5199.55,12,4,4,4,444,Champion
15548,2010-04-23 12:20:00,1,158.09,231,1,1,1,111,Lost
15549,2010-10-14 16:54:00,5,652.7,57,2,4,2,242,Potential Loyalist
15550,2010-11-26 11:14:00,8,1643.17,14,4,4,3,443,Champion
15551,2010-11-10 14:04:00,6,1274.02,30,3,4,3,343,Champion
15552,2010-03-26 16:17:00,1,162.4,259,1,1,1,111,Lost
15555,2010-12-09 16:53:00,22,7307.18,1,4,4,4,444,Champion
15558,2010-03-10 15:25:00,1,214.13,275,1,1,1,111,Lost
15559,2010-05-20 14:06:00,1,1109.4,204,1,1,3,113,Lost
15560,2010-11-07 10:15:00,2,153.52,33,3,2,1,321,Loyal
15561,2010-11-21 10:40:00,4,1133.8,19,3,3,3,333,Champion
15562,2010-10-11 10:33:00,2,538.83,60,2,2,2,222,Potential Loyalist
15563,2010-07-13 11:57:00,3,1466.56,150,1,3,3,133,Lost
15564,2010-09-02 15:52:00,2,70.74000000000001,99,2,2,1,221,Potential Loyalist
15566,2010-11-12 12:11:00,2,227.87,28,3,2,1,321,Loyal
15569,2010-11-14 10:46:00,5,2210.64,26,3,4,4,344,Champion
15570,2010-12-05 12:57:00,14,5145.52,5,4,4,4,444,Champion
15571,2010-11-18 14:25:00,10,3401.2,22,3,4,4,344,Champion
15572,2010-11-24 13:16:00,3,1515.81,16,4,3,3,433,Champion
15573,2010-03-31 13:40:00,3,599.73,254,1,3,2,132,Lost
15574,2010-12-02 15:46:00,3,816.45,8,4,3,3,433,Champion
15575,2010-03-30 12:50:00,1,30.1,255,1,1,1,111,Lost
15577,2009-12-16 14:54:00,2,139.1,359,1,2,1,121,Lost
15579,2010-11-21 15:38:00,3,953.9,19,3,3,3,333,Champion
15580,2010-11-28 11:00:00,8,1381.19,12,4,4,3,443,Champion
15581,2010-12-08 14:38:00,26,4114.62,2,4,4,4,444,Champion
15583,2010-11-28 15:04:00,1,107.86,12,4,1,1,411,New Customer
15584,2010-11-05 11:34:00,2,552.39,35,3,2,2,322,Loyal
15586,2010-04-26 11:00:00,3,1139.1,228,1,3,3,133,Lost
15587,2010-11-12 12:07:00,3,608.4,28,3,3,2,332,Loyal
15588,2010-01-31 12:19:00,1,579.6,313,1,1,2,112,Lost
15590,2010-11-22 14:49:00,5,1496.6,18,4,4,3,443,Champion
15591,2010-05-06 09:23:00,3,217.9,218,1,3,1,131,Lost
15595,2010-08-09 12:27:00,1,357.59999999999997,123,2,1,2,212,At Risk
15596,2010-12-09 16:10:00,5,1723.45,1,4,4,4,444,Champion
15597,2010-05-13 13:10:00,1,238.8,211,1,1,1,111,Lost
15598,2010-10-08 09:20:00,1,307.34,63,2,1,1,211,At Risk
15599,2010-09-20 10:15:00,1,488.32,81,2,1,2,212,At Risk
15600,2010-10-07 14:30:00,4,1199.31,64,2,3,3,233,Potential Loyalist
15601,2010-12-02 10:39:00,17,8183.56,8,4,4,4,444,Champion
15602,2010-12-06 15:35:00,8,1932.64,4,4,4,4,444,Champion
15603,2010-03-01 16:02:00,1,40.0,284,1,1,1,111,Lost
15605,2010-12-01 13:38:00,5,738.57,9,4,4,3,443,Champion
15606,2010-11-14 15:27:00,8,2310.83,26,3,4,4,344,Champion
15607,2010-06-14 11:55:00,8,1604.21,179,1,4,3,143,Lost
15608,2010-10-20 10:10:00,1,692.3,51,3,1,2,312,New Customer
15611,2010-11-21 11:35:00,13,1405.83,19,3,4,3,343,Champion
15613,2010-04-08 12:51:00,1,433.71999999999997,246,1,1,2,112,Lost
15614,2010-09-28 10:46:00,4,3147.36,73,2,3,4,234,Potential Loyalist
15615,2010-11-14 12:07:00,24,10974.23,26,3,4,4,344,Champion
15616,2010-09-27 13:10:00,1,317.11,74,2,1,2,212,At Risk
15617,2010-11-08 16:07:00,3,828.5500000000001,32,3,3,3,333,Champion
15620,2010-10-26 11:32:00,1,389.18,45,3,1,2,312,New Customer
15622,2010-10-08 14:35:00,8,4143.05,63,2,4,4,244,Potential Loyalist
15623,2010-11-11 10:19:00,7,2136.02,29,3,4,4,344,Champion
15625,2010-11-28 12:23:00,5,1702.1399999999999,12,4,4,3,443,Champion
15626,2010-10-14 17:16:00,1,391.71999999999997,57,2,1,2,212,At Risk
15627,2010-09-08 14:14:00,2,566.9,93,2,2,2,222,Potential Loyalist
15628,2010-12-08 09:51:00,9,2782.02,2,4,4,4,444,Champion
15629,2010-09-15 13:46:00,4,2240.9,86,2,3,4,234,Potential Loyalist
15630,2010-03-05 14:30:00,1,295.05,280,1,1,1,111,Lost
15631,2010-03-07 14:52:00,1,596.67,278,1,1,2,112,Lost
15633,2010-07-18 13:54:00,13,4352.46,145,1,4,4,144,Lost
15634,2010-11-21 15:30:00,1,311.1,19,3,1,2,312,New Customer
15635,2010-11-09 08:58:00,1,100.35,31,3,1,1,311,New Customer
15636,2010-09-28 15:10:00,2,719.82,73,2,2,3,223,Potential Loyalist
15637,2010-10-22 08:24:00,4,574.23,49,3,3,2,332,Loyal
15638,2010-11-26 11:52:00,6,2265.2,14,4,4,4,444,Champion
15639,2010-09-14 09:05:00,2,639.76,87,2,2,2,222,Potential Loyalist
15640,2010-12-02 15:40:00,15,11441.92,8,4,4,4,444,Champion
15641,2010-11-08 14:05:00,8,3458.35,32,3,4,4,344,Champion
15642,2009-12-10 11:51:00,1,105.78,365,1,1,1,111,Lost
15645,2010-10-21 18:36:00,2,443.16,50,3,2,2,322,Loyal
15646,2010-12-02 16:59:00,3,526.97,8,4,3,2,432,Loyal
15647,2010-10-20 15:09:00,1,169.0,51,3,1,1,311,New Customer
15649,2010-12-07 10:06:00,3,1354.35,3,4,3,3,433,Champion
15650,2010-07-06 10:41:00,2,553.88,157,1,2,2,122,Lost
15651,2010-10-15 13:42:00,2,612.76,56,2,2,2,222,Potential Loyalist
15652,2010-11-17 15:14:00,4,1082.6,23,3,3,3,333,Champion
15658,2010-12-02 10:53:00,4,1399.3700000000001,8,4,3,3,433,Champion
15659,2010-11-18 10:51:00,2,226.04,22,3,2,1,321,Loyal
15660,2010-12-09 09:49:00,7,1212.13,1,4,4,3,443,Champion
15661,2010-11-25 08:21:00,6,906.15,15,4,4,3,443,Champion
15662,2010-02-16 16:47:00,2,283.73,297,1,2,1,121,Lost
15664,2010-09-16 18:09:00,3,867.6,85,2,3,3,233,Potential Loyalist
15665,2010-10-24 14:08:00,3,1773.11,47,3,3,4,334,Champion
15666,2010-08-24 16:14:00,2,632.94,108,2,2,2,222,Potential Loyalist
15670,2010-06-01 15:34:00,1,152.15,192,1,1,1,111,Lost
15672,2009-12-14 16:52:00,1,45.300000000000004,361,1,1,1,111,Lost
15673,2010-09-14 11:08:00,5,3533.77,87,2,4,4,244,Potential Loyalist
15674,2010-10-18 12:46:00,8,4501.63,53,3,4,4,344,Champion
15675,2010-10-31 14:14:00,1,218.35,40,3,1,1,311,New Customer
15677,2010-10-14 15:19:00,2,648.4,57,2,2,2,222,Potential Loyalist
15678,2010-11-09 14:38:00,2,1541.19,31,3,2,3,323,Loyal
15680,2010-12-08 14:43:00,8,3173.9,2,4,4,4,444,Champion
15681,2010-11-25 15:07:00,9,1563.54,15,4,4,3,443,Champion
15682,2010-04-19 15:30:00,2,318.24,235,1,2,2,122,Lost
